TimeStamp, X, Y, Z
8/13/2020 23:56,0.041,0.043,1.013
8/13/2020 23:56,0.04,0.038,1.014
8/13/2020 23:56,0.036,0.04,1.015
8/13/2020 23:56,0.039,0.037,1.009
8/13/2020 23:56,0.037,0.042,1.014
8/13/2020 23:56,0.038,0.038,1.01
8/13/2020 23:56,0.044,0.044,1.011
8/13/2020 23:56,0.037,0.041,1.013
8/13/2020 23:56,0.037,0.039,1.016
8/13/2020 23:56,0.034,0.04,1.012
8/13/2020 23:56,0.036,0.041,1.018
8/13/2020 23:56,0.041,0.043,1.007
8/13/2020 23:56,0.039,0.04,1.011
8/13/2020 23:56,0.034,0.038,1.017
8/13/2020 23:56,0.038,0.041,1.015
8/13/2020 23:56,0.037,0.034,1.014
8/13/2020 23:56,0.034,0.043,1.01
8/13/2020 23:56,0.04,0.042,1.015
8/13/2020 23:56,0.035,0.041,1.01
8/13/2020 23:56,0.043,0.041,1.018
8/13/2020 23:56,0.038,0.041,1.009
8/13/2020 23:56,0.038,0.047,1.012
8/13/2020 23:56,0.037,0.044,1.013
8/13/2020 23:56,0.033,0.044,1.013
8/13/2020 23:56,0.037,0.041,1.017
8/13/2020 23:56,0.035,0.04,1.007
8/13/2020 23:56,0.039,0.042,1.012
8/13/2020 23:56,0.04,0.039,1.012
8/13/2020 23:56,0.038,0.036,1.014
8/13/2020 23:56,0.039,0.039,1.011
8/13/2020 23:56,0.037,0.044,1.013
8/13/2020 23:56,0.038,0.044,1.011
8/13/2020 23:56,0.037,0.043,1.011
8/13/2020 23:56,0.04,0.04,1.017
8/13/2020 23:56,0.034,0.041,1.007
8/13/2020 23:56,0.034,0.042,1.013
8/13/2020 23:56,0.036,0.041,1.013
8/13/2020 23:56,0.035,0.045,1.005
8/13/2020 23:56,0.037,0.043,1.012
8/13/2020 23:56,0.042,0.039,1.013
8/13/2020 23:56,0.042,0.039,1.014
8/13/2020 23:56,0.039,0.043,1.007
8/13/2020 23:56,0.038,0.041,1.011
8/13/2020 23:56,0.037,0.042,1.013
8/13/2020 23:56,0.04,0.039,1.016
8/13/2020 23:56,0.037,0.037,1.01
8/13/2020 23:56,0.041,0.042,1.014
8/13/2020 23:56,0.033,0.039,1.015
8/13/2020 23:56,0.039,0.04,1.012
8/13/2020 23:56,0.036,0.039,1.014
8/13/2020 23:56,0.036,0.043,1.006
8/13/2020 23:56,0.039,0.039,1.015
8/13/2020 23:56,0.041,0.04,1.009
8/13/2020 23:56,0.037,0.044,1.018
8/13/2020 23:56,0.033,0.036,1.014
8/13/2020 23:57,0.039,0.043,1.008
8/13/2020 23:57,0.036,0.039,1.013
8/13/2020 23:57,0.035,0.038,1.013
8/13/2020 23:57,0.043,0.042,1.012
8/13/2020 23:57,0.034,0.039,1.012
8/13/2020 23:57,0.039,0.044,1.013
8/13/2020 23:57,0.036,0.041,1.007
8/13/2020 23:57,0.037,0.037,1.01
8/13/2020 23:57,0.041,0.039,1.016
8/13/2020 23:57,0.036,0.037,1.012
8/13/2020 23:57,0.039,0.036,1.019
8/13/2020 23:57,0.043,0.041,1.018
8/13/2020 23:58,0.038,0.04,1.014
8/13/2020 23:58,0.04,0.042,1.014
8/13/2020 23:58,0.035,0.042,1.014
8/13/2020 23:58,0.034,0.044,1.011
8/13/2020 23:58,0.038,0.038,1.013
8/13/2020 23:58,0.041,0.043,1.01
8/13/2020 23:58,0.036,0.04,1.012
8/13/2020 23:58,0.035,0.042,1.008
8/13/2020 23:58,0.035,0.04,1.01
8/13/2020 23:58,0.04,0.039,1.018
8/13/2020 23:58,0.043,0.039,1.013
8/13/2020 23:58,0.037,0.04,1.013
8/13/2020 23:58,0.039,0.043,1.008
8/13/2020 23:58,0.039,0.038,1.01
8/13/2020 23:58,0.037,0.044,1.013
8/13/2020 23:58,0.036,0.042,1.012
8/13/2020 23:58,0.038,0.04,1.012
8/13/2020 23:58,0.043,0.037,1.012
8/13/2020 23:58,0.04,0.042,1.006
8/13/2020 23:58,0.043,0.042,1.007
8/13/2020 23:58,0.043,0.041,1.012
8/13/2020 23:58,0.038,0.039,1.014
8/13/2020 23:58,0.036,0.041,1.011
8/13/2020 23:58,0.038,0.041,1.012
8/13/2020 23:58,0.036,0.038,1.017
8/13/2020 23:58,0.041,0.039,1.017
8/13/2020 23:58,0.034,0.039,1.013
8/13/2020 23:58,0.039,0.042,1.017
8/13/2020 23:58,0.038,0.041,1.009
8/13/2020 23:58,0.039,0.043,1.011
8/13/2020 23:58,0.036,0.04,1.01
8/13/2020 23:58,0.041,0.041,1.014
8/13/2020 23:58,0.038,0.042,1.019
8/13/2020 23:58,0.036,0.039,1.005
8/13/2020 23:58,0.037,0.04,1.01
8/13/2020 23:58,0.042,0.037,1.02
8/13/2020 23:58,0.034,0.041,1.013
8/13/2020 23:58,0.042,0.041,1.013
8/13/2020 23:58,0.036,0.041,1.014
8/13/2020 23:58,0.038,0.04,1.007
8/13/2020 23:58,0.037,0.035,1.015
8/13/2020 23:58,0.038,0.042,1.008
8/13/2020 23:58,0.036,0.041,1.017
8/13/2020 23:58,0.038,0.043,1.019
8/13/2020 23:58,0.037,0.044,1.014
8/13/2020 23:58,0.036,0.038,1.013
8/13/2020 23:58,0.037,0.041,1.017
8/13/2020 23:58,0.042,0.035,1.012
8/13/2020 23:58,0.037,0.038,1.007
8/13/2020 23:58,0.038,0.041,1.017
8/13/2020 23:58,0.037,0.04,1.008
8/13/2020 23:58,0.039,0.038,1.007
8/13/2020 23:58,0.034,0.04,1.01
8/13/2020 23:58,0.038,0.043,1.016
8/13/2020 23:58,0.036,0.041,1.013
8/13/2020 23:58,0.034,0.038,1.012
8/13/2020 23:58,0.038,0.044,1.013
8/13/2020 23:58,0.039,0.04,1.012
8/13/2020 23:58,0.042,0.043,1.011
8/13/2020 23:58,0.037,0.037,1.009
8/13/2020 23:58,0.042,0.043,1.015
8/13/2020 23:58,0.034,0.041,1.015
8/13/2020 23:58,0.036,0.044,1.015
8/13/2020 23:58,0.042,0.044,1.011
8/13/2020 23:58,0.038,0.041,1.012
8/13/2020 23:58,0.036,0.039,1.012
8/13/2020 23:58,0.041,0.038,1.016
8/13/2020 23:58,0.044,0.043,1.011
8/13/2020 23:58,0.036,0.039,1.014
8/13/2020 23:58,0.042,0.037,1.015
8/13/2020 23:58,0.045,0.041,1.013
8/13/2020 23:58,0.036,0.043,1.014
8/13/2020 23:58,0.039,0.039,1.008
8/13/2020 23:58,0.04,0.039,1.011
8/13/2020 23:58,0.036,0.043,1.007
8/13/2020 23:58,0.04,0.041,1.015
8/13/2020 23:58,0.04,0.036,1.011
8/13/2020 23:58,0.043,0.04,1.011
8/13/2020 23:58,0.039,0.04,1.013
8/13/2020 23:58,0.039,0.039,1.008
8/13/2020 23:58,0.036,0.042,1.013
8/13/2020 23:58,0.037,0.044,1.014
8/13/2020 23:58,0.04,0.041,1.015
8/13/2020 23:58,0.038,0.038,1.011
8/13/2020 23:58,0.041,0.034,1.014
8/13/2020 23:58,0.043,0.038,1.008
8/13/2020 23:58,0.04,0.042,1.01
8/13/2020 23:58,0.035,0.042,1.015
8/13/2020 23:58,0.041,0.043,1.01
8/13/2020 23:58,0.038,0.042,1.011
8/13/2020 23:58,0.034,0.038,1.011
8/13/2020 23:58,0.04,0.037,1.01
8/13/2020 23:58,0.04,0.043,1.01
8/13/2020 23:58,0.039,0.041,1.01
8/13/2020 23:58,0.037,0.039,1.014
8/13/2020 23:58,0.038,0.039,1.013
8/13/2020 23:58,0.042,0.039,1.018
8/13/2020 23:58,0.04,0.037,1.01
8/13/2020 23:58,0.039,0.044,1.011
8/13/2020 23:58,0.034,0.043,1.019
8/13/2020 23:58,0.041,0.041,1.02
8/13/2020 23:58,0.037,0.04,1.016
8/13/2020 23:58,0.034,0.039,1.009
8/13/2020 23:58,0.04,0.042,1.02
8/13/2020 23:58,0.037,0.041,1.014
8/13/2020 23:58,0.033,0.038,1.014
8/13/2020 23:58,0.038,0.042,1.012
8/13/2020 23:58,0.037,0.039,1.013
8/13/2020 23:58,0.042,0.035,1.013
8/13/2020 23:58,0.037,0.041,1.011
8/13/2020 23:58,0.037,0.04,1.008
8/13/2020 23:58,0.039,0.044,1.011
8/13/2020 23:58,0.038,0.04,1.013
8/13/2020 23:58,0.037,0.044,1.009
8/13/2020 23:58,0.038,0.04,1.013
8/13/2020 23:58,0.033,0.044,1.01
8/13/2020 23:58,0.035,0.041,1.015
8/13/2020 23:58,0.035,0.04,1.012
8/13/2020 23:58,0.04,0.039,1.008
8/13/2020 23:58,0.045,0.046,1.014
8/13/2020 23:58,0.037,0.041,1.012
8/13/2020 23:58,0.041,0.043,1.014
8/13/2020 23:58,0.039,0.039,1.015
8/13/2020 23:58,0.038,0.041,1.013
8/13/2020 23:58,0.039,0.039,1.012
8/13/2020 23:58,0.04,0.045,1.012
8/13/2020 23:58,0.04,0.038,1.006
8/13/2020 23:58,0.036,0.037,1.015
8/13/2020 23:58,0.044,0.039,1.015
8/13/2020 23:58,0.041,0.039,1.019
8/13/2020 23:58,0.037,0.037,1.007
8/13/2020 23:58,0.038,0.039,1.007
8/13/2020 23:58,0.039,0.04,1.015
8/13/2020 23:58,0.038,0.039,1.014
8/13/2020 23:58,0.04,0.04,1.014
8/13/2020 23:58,0.037,0.04,1.016
8/13/2020 23:58,0.035,0.039,1.011
8/13/2020 23:58,0.041,0.046,1.009
8/13/2020 23:58,0.043,0.039,1.008
8/13/2020 23:58,0.037,0.042,1.015
8/13/2020 23:58,0.04,0.041,1.016
8/13/2020 23:58,0.035,0.04,1.011
8/13/2020 23:58,0.04,0.043,1.014
8/13/2020 23:58,0.038,0.041,1.013
8/13/2020 23:58,0.04,0.036,1.011
8/13/2020 23:58,0.04,0.042,1.01
8/13/2020 23:58,0.044,0.042,1.011
8/13/2020 23:58,0.038,0.04,1.012
8/13/2020 23:59,0.041,0.039,1.013
8/13/2020 23:59,0.04,0.041,1.023
8/13/2020 23:59,0.041,0.044,1.013
8/13/2020 23:59,0.035,0.04,1.018
8/13/2020 23:59,0.04,0.042,1.011
8/13/2020 23:59,0.036,0.044,1.013
8/13/2020 23:59,0.036,0.041,1.007
8/13/2020 23:59,0.036,0.043,1.011
8/13/2020 23:59,0.038,0.043,1.012
8/13/2020 23:59,0.04,0.046,1.014
8/13/2020 23:59,0.037,0.038,1.015
8/13/2020 23:59,0.035,0.041,1.01
8/13/2020 23:59,0.035,0.044,1.01
8/13/2020 23:59,0.04,0.037,1.011
8/13/2020 23:59,0.042,0.043,1.014
8/13/2020 23:59,0.043,0.037,1.015
8/13/2020 23:59,0.04,0.045,1.013
8/13/2020 23:59,0.042,0.044,1.018
8/13/2020 23:59,0.039,0.042,1.017
8/13/2020 23:59,0.038,0.042,1.011
8/13/2020 23:59,0.033,0.04,1.013
8/13/2020 23:59,0.035,0.039,1.007
8/13/2020 23:59,0.041,0.042,1.011
8/13/2020 23:59,0.039,0.04,1.01
8/13/2020 23:59,0.039,0.038,1.016
8/13/2020 23:59,0.041,0.038,1.012
8/13/2020 23:59,0.038,0.04,1.019
8/13/2020 23:59,0.042,0.039,1.012
8/13/2020 23:59,0.038,0.043,1.01
8/13/2020 23:59,0.035,0.042,1.01
8/13/2020 23:59,0.04,0.042,1.008
8/13/2020 23:59,0.038,0.042,1.014
8/13/2020 23:59,0.037,0.043,1.012
8/13/2020 23:59,0.036,0.04,1.011
8/13/2020 23:59,0.038,0.043,1.011
8/13/2020 23:59,0.039,0.04,1.01
8/13/2020 23:59,0.038,0.039,1.008
8/13/2020 23:59,0.037,0.037,1.015
8/13/2020 23:59,0.04,0.04,1.012
8/13/2020 23:59,0.04,0.044,1.015
8/13/2020 23:59,0.039,0.04,1.02
8/13/2020 23:59,0.036,0.039,1.008
8/13/2020 23:59,0.043,0.041,1.016
8/13/2020 23:59,0.037,0.04,1.007
8/13/2020 23:59,0.04,0.04,1.01
8/13/2020 23:59,0.039,0.043,1.01
8/13/2020 23:59,0.037,0.043,1.013
8/13/2020 23:59,0.04,0.036,1.011
8/13/2020 23:59,0.036,0.041,1.007
8/13/2020 23:59,0.045,0.042,1.017
8/13/2020 23:59,0.034,0.039,1.012
8/13/2020 23:59,0.042,0.042,1.021
8/13/2020 23:59,0.044,0.039,1.014
8/13/2020 23:59,0.04,0.042,1.009
8/13/2020 23:59,0.042,0.045,1.008
8/13/2020 23:59,0.038,0.044,1.014
8/13/2020 23:59,0.034,0.041,1.013
8/13/2020 23:59,0.043,0.04,1.01
8/13/2020 23:59,0.034,0.041,1.012
8/13/2020 23:59,0.04,0.038,1.015
8/13/2020 23:59,0.039,0.042,1.009
8/13/2020 23:59,0.042,0.04,1.009
8/13/2020 23:59,0.038,0.041,1.01
8/13/2020 23:59,0.036,0.043,1.013
8/13/2020 23:59,0.037,0.042,1.009
8/13/2020 23:59,0.035,0.038,1.013
8/13/2020 23:59,0.039,0.042,1.009
8/13/2020 23:59,0.039,0.042,1.014
8/13/2020 23:59,0.038,0.037,1.008
8/13/2020 23:59,0.036,0.04,1.017
8/13/2020 23:59,0.038,0.039,1.01
8/13/2020 23:59,0.038,0.04,1.005
8/13/2020 23:59,0.041,0.039,1.013
8/13/2020 23:59,0.038,0.042,1.015
8/13/2020 23:59,0.04,0.04,1.015
8/13/2020 23:59,0.038,0.041,1.008
8/13/2020 23:59,0.036,0.045,1.011
8/13/2020 23:59,0.038,0.041,1.015
8/13/2020 23:59,0.036,0.039,1.014
8/13/2020 23:59,0.037,0.043,1.011
8/13/2020 23:59,0.036,0.043,1.009
8/13/2020 23:59,0.037,0.043,1.011
8/13/2020 23:59,0.039,0.042,1.013
8/13/2020 23:59,0.036,0.044,1.013
8/13/2020 23:59,0.039,0.039,1.011
8/13/2020 23:59,0.035,0.044,1.014
8/13/2020 23:59,0.037,0.041,1.016
8/13/2020 23:59,0.038,0.042,1.008
8/13/2020 23:59,0.035,0.044,1.014
8/13/2020 23:59,0.043,0.036,1.012
8/13/2020 23:59,0.043,0.045,1.012
8/13/2020 23:59,0.035,0.043,1.011
8/13/2020 23:59,0.034,0.039,1.016
8/13/2020 23:59,0.036,0.036,1.014
8/13/2020 23:59,0.038,0.04,1.008
8/13/2020 23:59,0.041,0.043,1.012
8/13/2020 23:59,0.032,0.042,1.011
8/13/2020 23:59,0.035,0.04,1.011
8/13/2020 23:59,0.037,0.043,1.014
8/13/2020 23:59,0.038,0.036,1.016
8/13/2020 23:59,0.04,0.043,1.012
8/13/2020 23:59,0.043,0.042,1.013
8/13/2020 23:59,0.043,0.037,1.013
8/13/2020 23:59,0.037,0.037,1.015
8/13/2020 23:59,0.038,0.038,1.015
8/13/2020 23:59,0.041,0.042,1.01
8/13/2020 23:59,0.048,0.038,1.017
8/13/2020 23:59,0.041,0.044,1.012
8/13/2020 23:59,0.042,0.043,1.008
8/13/2020 23:59,0.036,0.038,1.012
8/13/2020 23:59,0.041,0.04,1.012
8/13/2020 23:59,0.037,0.042,1.015
8/13/2020 23:59,0.039,0.041,1.012
8/13/2020 23:59,0.039,0.042,1.009
8/13/2020 23:59,0.04,0.041,1.011
8/13/2020 23:59,0.036,0.039,1.014
8/13/2020 23:59,0.039,0.042,1.019
8/13/2020 23:59,0.041,0.041,1.011
8/13/2020 23:59,0.039,0.041,1.012
8/13/2020 23:59,0.038,0.043,1.009
8/13/2020 23:59,0.04,0.044,1.014
8/13/2020 23:59,0.04,0.039,1.008
8/13/2020 23:59,0.039,0.042,1.013
8/13/2020 23:59,0.039,0.039,1.012
8/13/2020 23:59,0.033,0.042,1.012
8/13/2020 23:59,0.039,0.037,1.016
8/13/2020 23:59,0.035,0.036,1.002
8/13/2020 23:59,0.044,0.039,1.021
8/13/2020 23:59,0.036,0.04,1.011
8/13/2020 23:59,0.039,0.039,1.016
8/13/2020 23:59,0.041,0.043,1.011
8/13/2020 23:59,0.036,0.038,1.006
8/13/2020 23:59,0.039,0.043,1.013
8/13/2020 23:59,0.039,0.044,1.013
8/13/2020 23:59,0.037,0.041,1.012
8/13/2020 23:59,0.031,0.043,1.014
8/13/2020 23:59,0.037,0.041,1.012
8/13/2020 23:59,0.04,0.039,1.013
8/13/2020 23:59,0.042,0.038,1.009
8/13/2020 23:59,0.035,0.043,1.012
8/13/2020 23:59,0.039,0.043,1.015
8/13/2020 23:59,0.036,0.042,1.015
8/13/2020 23:59,0.037,0.041,1.015
8/13/2020 23:59,0.041,0.039,1.005
8/13/2020 23:59,0.037,0.042,1.012
8/13/2020 23:59,0.04,0.042,1.008
8/13/2020 23:59,0.038,0.039,1.012
8/13/2020 23:59,0.042,0.04,1.009
8/13/2020 23:59,0.034,0.04,1.008
8/13/2020 23:59,0.04,0.039,1.01
8/13/2020 23:59,0.037,0.036,1.012
8/13/2020 23:59,0.039,0.037,1.012
8/14/2020 0:00,0.039,0.04,1.01
8/14/2020 0:00,0.034,0.042,1.011
8/14/2020 0:00,0.039,0.046,1.008
8/14/2020 0:00,0.037,0.042,1.014
8/14/2020 0:00,0.04,0.045,1.011
8/14/2020 0:00,0.035,0.041,1.017
8/14/2020 0:00,0.037,0.042,1.01
8/14/2020 0:00,0.041,0.037,1.013
8/14/2020 0:00,0.039,0.045,1.01
8/14/2020 0:00,0.037,0.042,1.011
8/14/2020 0:00,0.039,0.038,1.008
8/14/2020 0:00,0.036,0.043,1.014
8/14/2020 0:00,0.037,0.039,1.011
8/14/2020 0:00,0.042,0.042,1.015
8/14/2020 0:00,0.041,0.04,1.012
8/14/2020 0:00,0.038,0.043,1.012
8/14/2020 0:00,0.035,0.039,1.019
8/14/2020 0:00,0.032,0.039,1.012
8/14/2020 0:00,0.037,0.04,1.012
8/14/2020 0:00,0.038,0.039,1.01
8/14/2020 0:00,0.036,0.042,1.009
8/14/2020 0:00,0.038,0.043,1.017
8/14/2020 0:00,0.038,0.041,1.021
8/14/2020 0:00,0.035,0.042,1.014
8/14/2020 0:00,0.033,0.041,1.016
8/14/2020 0:00,0.04,0.043,1.016
8/14/2020 0:00,0.043,0.036,1.012
8/14/2020 0:00,0.038,0.041,1.011
8/14/2020 0:00,0.041,0.04,1.01
8/14/2020 0:00,0.041,0.04,1.021
8/14/2020 0:00,0.037,0.042,1.009
8/14/2020 0:00,0.042,0.039,1.01
8/14/2020 0:00,0.037,0.04,1.015
8/14/2020 0:00,0.04,0.042,1.018
8/14/2020 0:00,0.036,0.042,1.016
8/14/2020 0:00,0.041,0.039,1.012
8/14/2020 0:00,0.037,0.041,1.013
8/14/2020 0:00,0.039,0.042,1.008
8/14/2020 0:00,0.04,0.035,1.021
8/14/2020 0:00,0.037,0.045,1.011
8/14/2020 0:00,0.038,0.041,1.019
8/14/2020 0:00,0.035,0.039,1.011
8/14/2020 0:00,0.038,0.042,1.012
8/14/2020 0:00,0.039,0.038,1.008
8/14/2020 0:00,0.036,0.039,1.016
8/14/2020 0:00,0.037,0.038,1.011
8/14/2020 0:00,0.036,0.042,1.013
8/14/2020 0:00,0.037,0.041,1.019
8/14/2020 0:00,0.037,0.039,1.007
8/14/2020 0:00,0.041,0.041,1.01
8/14/2020 0:00,0.041,0.039,1.022
8/14/2020 0:00,0.036,0.04,1.017
8/14/2020 0:00,0.037,0.042,1.01
8/14/2020 0:00,0.037,0.035,1.008
8/14/2020 0:00,0.035,0.04,1.014
8/14/2020 0:00,0.037,0.04,1.013
8/14/2020 0:00,0.04,0.04,1.012
8/14/2020 0:00,0.038,0.04,1.014
8/14/2020 0:00,0.039,0.039,1.017
8/14/2020 0:00,0.036,0.043,1.008
8/14/2020 0:00,0.038,0.044,1.011
8/14/2020 0:00,0.036,0.041,1.013
8/14/2020 0:00,0.04,0.045,1.019
8/14/2020 0:00,0.041,0.043,1.014
8/14/2020 0:00,0.036,0.043,1.014
8/14/2020 0:00,0.038,0.043,1.01
8/14/2020 0:00,0.046,0.044,1.018
8/14/2020 0:00,0.04,0.041,1.015
8/14/2020 0:00,0.038,0.039,1.016
8/14/2020 0:00,0.034,0.042,1.011
8/14/2020 0:00,0.037,0.045,1.013
8/14/2020 0:00,0.033,0.044,1.013
8/14/2020 0:00,0.037,0.041,1.012
8/14/2020 0:00,0.036,0.04,1.009
8/14/2020 0:00,0.039,0.041,1.011
8/14/2020 0:00,0.035,0.039,1.017
8/14/2020 0:00,0.036,0.041,1.017
8/14/2020 0:00,0.037,0.042,1.011
8/14/2020 0:00,0.035,0.037,1.015
8/14/2020 0:00,0.041,0.041,1.009
8/14/2020 0:00,0.037,0.042,1.01
8/14/2020 0:00,0.041,0.045,1.01
8/14/2020 0:00,0.041,0.038,1.012
8/14/2020 0:00,0.037,0.041,1.013
8/14/2020 0:00,0.037,0.043,1.012
8/14/2020 0:00,0.041,0.04,1.012
8/14/2020 0:00,0.037,0.039,1.012
8/14/2020 0:00,0.039,0.041,1.013
8/14/2020 0:00,0.032,0.042,1.015
8/14/2020 0:00,0.042,0.044,1.014
8/14/2020 0:00,0.039,0.037,1.015
8/14/2020 0:00,0.035,0.043,1.012
8/14/2020 0:00,0.038,0.038,1.013
8/14/2020 0:00,0.04,0.041,1.015
8/14/2020 0:00,0.033,0.04,1.008
8/14/2020 0:00,0.036,0.046,1.013
8/14/2020 0:00,0.034,0.041,1.013
8/14/2020 0:00,0.038,0.042,1.02
8/14/2020 0:00,0.041,0.042,1.012
8/14/2020 0:00,0.037,0.04,1.009
8/14/2020 0:00,0.037,0.04,1.014
8/14/2020 0:00,0.035,0.04,1.009
8/14/2020 0:00,0.039,0.044,1.013
8/14/2020 0:00,0.042,0.041,1.012
8/14/2020 0:00,0.043,0.043,1.007
8/14/2020 0:00,0.043,0.04,1.011
8/14/2020 0:00,0.038,0.04,1.015
8/14/2020 0:00,0.038,0.033,1.014
8/14/2020 0:00,0.034,0.045,1.015
8/14/2020 0:00,0.039,0.038,1.015
8/14/2020 0:00,0.034,0.038,1.016
8/14/2020 0:00,0.034,0.039,1.013
8/14/2020 0:00,0.044,0.037,1.011
8/14/2020 0:00,0.038,0.042,1.014
8/14/2020 0:00,0.038,0.04,1.015
8/14/2020 0:00,0.036,0.036,1.007
8/14/2020 0:00,0.036,0.042,1.01
8/14/2020 0:00,0.036,0.039,1.012
8/14/2020 0:00,0.037,0.041,1.014
8/14/2020 0:00,0.035,0.043,1.013
8/14/2020 0:00,0.041,0.042,1.015
8/14/2020 0:00,0.038,0.037,1.011
8/14/2020 0:00,0.04,0.038,1.016
8/14/2020 0:00,0.04,0.036,1.008
8/14/2020 0:00,0.035,0.043,1.016
8/14/2020 0:00,0.039,0.039,1.009
8/14/2020 0:00,0.039,0.041,1.01
8/14/2020 0:00,0.036,0.037,1.014
8/14/2020 0:00,0.04,0.039,1.011
8/14/2020 0:00,0.036,0.044,1.021
8/14/2020 0:00,0.041,0.038,1.008
8/14/2020 0:00,0.039,0.039,1.013
8/14/2020 0:00,0.042,0.042,1.014
8/14/2020 0:00,0.035,0.044,1.018
8/14/2020 0:00,0.044,0.04,1.013
8/14/2020 0:00,0.039,0.037,1.007
8/14/2020 0:00,0.038,0.043,1.007
8/14/2020 0:00,0.037,0.039,1.019
8/14/2020 0:00,0.04,0.041,1.015
8/14/2020 0:00,0.037,0.04,1.011
8/14/2020 0:00,0.04,0.038,1.012
8/14/2020 0:00,0.042,0.041,1.014
8/14/2020 0:00,0.037,0.042,1.011
8/14/2020 0:00,0.041,0.037,1.012
8/14/2020 0:00,0.043,0.043,1.013
8/14/2020 0:00,0.039,0.041,1.012
8/14/2020 0:00,0.042,0.039,1.009
8/14/2020 0:00,0.041,0.037,1.007
8/14/2020 0:01,0.037,0.044,1.011
8/14/2020 0:01,0.042,0.043,1.012
8/14/2020 0:01,0.041,0.038,1.008
8/14/2020 0:01,0.037,0.04,1.012
8/14/2020 0:01,0.038,0.042,1.014
8/14/2020 0:01,0.037,0.04,1.01
8/14/2020 0:01,0.046,0.04,1.013
8/14/2020 0:01,0.036,0.038,1.009
8/14/2020 0:01,0.037,0.042,1.015
8/14/2020 0:01,0.033,0.038,1.008
8/14/2020 0:01,0.04,0.045,1.016
8/14/2020 0:01,0.044,0.038,1.012
8/14/2020 0:01,0.041,0.04,1.011
8/14/2020 0:01,0.037,0.043,1.011
8/14/2020 0:01,0.043,0.04,1.013
8/14/2020 0:01,0.037,0.038,1.008
8/14/2020 0:01,0.038,0.04,1.013
8/14/2020 0:01,0.039,0.04,1.013
8/14/2020 0:01,0.038,0.044,1.01
8/14/2020 0:01,0.04,0.039,1.006
8/14/2020 0:01,0.037,0.04,1.006
8/14/2020 0:01,0.044,0.043,1.012
8/14/2020 0:01,0.038,0.041,1.014
8/14/2020 0:01,0.033,0.04,1.015
8/14/2020 0:01,0.036,0.04,1.019
8/14/2020 0:01,0.042,0.039,1.013
8/14/2020 0:01,0.039,0.041,1.015
8/14/2020 0:01,0.034,0.041,1.011
8/14/2020 0:01,0.04,0.042,1.013
8/14/2020 0:01,0.034,0.038,1.012
8/14/2020 0:01,0.037,0.035,1.009
8/14/2020 0:01,0.036,0.043,1.015
8/14/2020 0:01,0.038,0.039,1.017
8/14/2020 0:01,0.037,0.043,1.011
8/14/2020 0:01,0.038,0.044,1.009
8/14/2020 0:01,0.038,0.039,1.013
8/14/2020 0:01,0.034,0.042,1.011
8/14/2020 0:01,0.039,0.042,1.013
8/14/2020 0:01,0.031,0.043,1.009
8/14/2020 0:01,0.036,0.039,1.012
8/14/2020 0:01,0.044,0.038,1.011
8/14/2020 0:01,0.038,0.036,1.02
8/14/2020 0:01,0.034,0.042,1.013
8/14/2020 0:01,0.039,0.039,1.011
8/14/2020 0:01,0.039,0.042,1.015
8/14/2020 0:01,0.039,0.04,1.014
8/14/2020 0:01,0.038,0.037,1.011
8/14/2020 0:01,0.037,0.042,1.012
8/14/2020 0:01,0.037,0.04,1.011
8/14/2020 0:01,0.039,0.041,1.012
8/14/2020 0:01,0.041,0.041,1.015
8/14/2020 0:01,0.04,0.038,1.017
8/14/2020 0:01,0.04,0.042,1.011
8/14/2020 0:01,0.039,0.039,1.012
8/14/2020 0:01,0.038,0.042,1.013
8/14/2020 0:01,0.038,0.04,1.008
8/14/2020 0:01,0.039,0.042,1.02
8/14/2020 0:01,0.038,0.038,1.012
8/14/2020 0:01,0.04,0.04,1.01
8/14/2020 0:01,0.042,0.041,1.021
8/14/2020 0:01,0.039,0.042,1.016
8/14/2020 0:01,0.037,0.04,1.012
8/14/2020 0:01,0.042,0.037,1.011
8/14/2020 0:01,0.035,0.045,1.012
8/14/2020 0:01,0.038,0.037,1.019
8/14/2020 0:01,0.04,0.042,1.017
8/14/2020 0:01,0.039,0.044,1.017
8/14/2020 0:01,0.038,0.039,1.011
8/14/2020 0:01,0.045,0.044,1.01
8/14/2020 0:01,0.041,0.043,1.011
8/14/2020 0:01,0.037,0.035,1.007
8/14/2020 0:01,0.042,0.042,1.014
8/14/2020 0:01,0.036,0.041,1.011
8/14/2020 0:01,0.039,0.043,1.008
8/14/2020 0:01,0.039,0.047,1.011
8/14/2020 0:01,0.041,0.041,1.013
8/14/2020 0:01,0.034,0.043,1.013
8/14/2020 0:01,0.038,0.04,1.01
8/14/2020 0:01,0.038,0.042,1.019
8/14/2020 0:01,0.034,0.041,1.01
8/14/2020 0:01,0.036,0.044,1.016
8/14/2020 0:01,0.037,0.036,1.015
8/14/2020 0:01,0.04,0.042,1.011
8/14/2020 0:01,0.037,0.042,1.01
8/14/2020 0:01,0.038,0.043,1.008
8/14/2020 0:01,0.042,0.043,1.012
8/14/2020 0:01,0.038,0.043,1.018
8/14/2020 0:01,0.043,0.038,1.013
8/14/2020 0:01,0.037,0.039,1.017
8/14/2020 0:01,0.039,0.039,1.012
8/14/2020 0:01,0.037,0.04,1.015
8/14/2020 0:01,0.038,0.044,1.008
8/14/2020 0:01,0.042,0.037,1.015
